x,y
-65.41,-784.95
-65.40,-784.83
-65.39,-784.71
-65.38,-784.59
-65.37,-784.47
-65.36,-784.35
-65.35,-784.23
-65.34,-784.11
-65.33,-783.99
-65.32,-783.87
-65.31,-783.75
-65.30,-783.63
-65.29,-783.51
-65.28,-783.39
-65.27,-783.27
-65.26,-783.15
-65.25,-783.03
-65.24,-782.91
-65.23,-782.79
-65.22,-782.67
-65.21,-782.55
-65.20,-782.43
-65.19,-782.31
-65.18,-782.19
-65.17,-782.07
-65.16,-781.95
-65.15,-781.83
-65.14,-781.71
-65.13,-781.59
-65.12,-781.47
-65.11,-781.35
-65.10,-781.23
-65.09,-781.11
-65.08,-780.99
-65.07,-780.87
-65.06,-780.75
-65.05,-780.63
-65.04,-780.51
-65.03,-780.39
-65.02,-780.27
-65.01,-780.15
-65.00,-780.03
-64.99,-779.91
-64.98,-779.79
-64.97,-779.67
-64.96,-779.55
-64.95,-779.43
-64.94,-779.31
-64.93,-779.19
-64.92,-779.07
-64.91,-778.95
-64.90,-778.83
-64.89,-778.71
-64.88,-778.59
-64.87,-778.47
-64.86,-778.35
-64.85,-778.23
-64.84,-778.11
-64.83,-777.99
-64.82,-777.87
-64.81,-777.75
-64.80,-777.63
-64.79,-777.51
-64.78,-777.39
-64.77,-777.27
-64.76,-777.15
-64.75,-777.03
-64.74,-776.91
-64.73,-776.79
-64.72,-776.67
-64.71,-776.55
-64.70,-776.43
-64.69,-776.31
-64.68,-776.19
-64.67,-776.07
-64.66,-775.95
-64.65,-775.83
-64.64,-775.71
-64.63,-775.59
-64.62,-775.47
-64.61,-775.35
-64.60,-775.23
-64.59,-775.11
-64.58,-774.99
-64.57,-774.87
-64.56,-774.75
-64.55,-774.63
-64.54,-774.51
-64.53,-774.39
-64.52,-774.27
-64.51,-774.15
-64.50,-774.03
-64.49,-773.91
-64.48,-773.79
-64.47,-773.67
-64.46,-773.55
-64.45,-773.43
-64.44,-773.31
-64.43,-773.19
-64.42,-773.07
-64.41,-772.95
-64.40,-772.83
-64.39,-772.71
-64.38,-772.59
-64.37,-772.47
-64.36,-772.35
-64.35,-772.23
-64.34,-772.11
-64.33,-771.99
-64.32,-771.87
-64.31,-771.75
-64.30,-771.63
-64.29,-771.51
-64.28,-771.39
-64.27,-771.27
-64.26,-771.15
-64.25,-771.03
-64.24,-770.91
-64.23,-770.79
-64.22,-770.67
-64.21,-770.55
-64.20,-770.43
-64.19,-770.31
-64.18,-770.19
-64.17,-770.07
-64.16,-769.95
-64.15,-769.83
-64.14,-769.71
-64.13,-769.59
-64.12,-769.47
-64.11,-769.35
-64.10,-769.23
-64.09,-769.11
-64.08,-768.99
-64.07,-768.87
-64.06,-768.75
-64.05,-768.63
-64.04,-768.51
-64.03,-768.39
-64.02,-768.27
-64.01,-768.15
-64.00,-768.03
-63.99,-767.91
-63.98,-767.79
-63.97,-767.67
-63.96,-767.55
-63.95,-767.43
-63.94,-767.31
-63.93,-767.19
-63.92,-767.07
-63.91,-766.95
-63.90,-766.83
-63.89,-766.71
-63.88,-766.59
-63.87,-766.47
-63.86,-766.35
-63.85,-766.23
-63.84,-766.11
-63.83,-765.99
-63.82,-765.87
-63.81,-765.75
-63.80,-765.63
-63.79,-765.51
-63.78,-765.39
-63.77,-765.27
-63.76,-765.15
-63.75,-765.03
-63.74,-764.91
-63.73,-764.79
-63.72,-764.67
-63.71,-764.55
-63.70,-764.43
-63.69,-764.31
-63.68,-764.19
-63.67,-764.07
-63.66,-763.95
-63.65,-763.83
-63.64,-763.71
-63.63,-763.59
-63.62,-763.47
-63.61,-763.35
-63.60,-763.23
-63.59,-763.11
-63.58,-762.99
-63.57,-762.87
-63.56,-762.75
-63.55,-762.63
-63.54,-762.51
-63.53,-762.39
-63.52,-762.27
-63.51,-762.15
-63.50,-762.03
-63.49,-761.91
-63.48,-761.79
-63.47,-761.67
-63.46,-761.55
-63.45,-761.43
-63.44,-761.31
-63.43,-761.19
-63.42,-761.07
-63.41,-760.95
-63.40,-760.83
-63.39,-760.71
-63.38,-760.59
-63.37,-760.47
-63.36,-760.35
-63.35,-760.23
-63.34,-760.11
-63.33,-759.99
-63.32,-759.87
-63.31,-759.75
-63.30,-759.63
-63.29,-759.51
-63.28,-759.39
-63.27,-759.27
-63.26,-759.15
-63.25,-759.03
-63.24,-758.91
-63.23,-758.79
-63.22,-758.67
-63.21,-758.55
-63.20,-758.43
-63.19,-758.31
-63.18,-758.19
-63.17,-758.07
-63.16,-757.95
-63.15,-757.83
-63.14,-757.71
-63.13,-757.59
-63.12,-757.47
-63.11,-757.35
-63.10,-757.23
-63.09,-757.11
-63.08,-756.99
-63.07,-756.87
-63.06,-756.75
-63.05,-756.63
-63.04,-756.51
-63.03,-756.39
-63.02,-756.27
-63.01,-756.15
-63.00,-756.03
-62.99,-755.91
-62.98,-755.79
-62.97,-755.67
-62.96,-755.55
-62.95,-755.43
-62.94,-755.31
-62.93,-755.19
-62.92,-755.07
-62.91,-754.95
-62.90,-754.83
-62.89,-754.71
-62.88,-754.59
-62.87,-754.47
-62.86,-754.35
-62.85,-754.23
-62.84,-754.11
-62.83,-753.99
-62.82,-753.87
-62.81,-753.75
-62.80,-753.63
-62.79,-753.51
-62.78,-753.39
-62.77,-753.27
-62.76,-753.15
-62.75,-753.03
-62.74,-752.91
-62.73,-752.79
-62.72,-752.67
-62.71,-752.55
-62.70,-752.43
-62.69,-752.31
-62.68,-752.19
-62.67,-752.07
-62.66,-751.95
-62.65,-751.83
-62.64,-751.71
-62.63,-751.59
-62.62,-751.47
-62.61,-751.35
-62.60,-751.23
-62.59,-751.11
-62.58,-750.99
-62.57,-750.87
-62.56,-750.75
-62.55,-750.63
-62.54,-750.51
-62.53,-750.39
-62.52,-750.27
-62.51,-750.15
-62.50,-750.03
-62.49,-749.91
-62.48,-749.79
-62.47,-749.67
-62.46,-749.55
-62.45,-749.43
-62.44,-749.31
-62.43,-749.19
-62.42,-749.07
-62.41,-748.95
-62.40,-748.83
-62.39,-748.71
-62.38,-748.59
-62.37,-748.47
-62.36,-748.35
-62.35,-748.23
-62.34,-748.11
-62.33,-747.99
-62.32,-747.87
-62.31,-747.75
-62.30,-747.63
-62.29,-747.51
-62.28,-747.39
-62.27,-747.27
-62.26,-747.15
-62.25,-747.03
-62.24,-746.91
-62.23,-746.79
-62.22,-746.67
-62.21,-746.55
-62.20,-746.43
-62.19,-746.31
-62.18,-746.19
-62.17,-746.07
-62.16,-745.95
-62.15,-745.83
-62.14,-745.71
-62.13,-745.59
-62.12,-745.47
-62.11,-745.35
-62.10,-745.23
-62.09,-745.11
-62.08,-744.99
-62.07,-744.87
-62.06,-744.75
-62.05,-744.63
-62.04,-744.51
-62.03,-744.39
-62.02,-744.27
-62.01,-744.15
-62.00,-744.03
-61.99,-743.91
-61.98,-743.79
-61.97,-743.67
-61.96,-743.55
-61.95,-743.43
-61.94,-743.31
-61.93,-743.19
-61.92,-743.07
-61.91,-742.95
-61.90,-742.83
-61.89,-742.71
-61.88,-742.59
-61.87,-742.47
-61.86,-742.35
-61.85,-742.23
-61.84,-742.11
-61.83,-741.99
-61.82,-741.87
-61.81,-741.75
-61.80,-741.63
-61.79,-741.51
-61.78,-741.39
-61.77,-741.27
-61.76,-741.15
-61.75,-741.03
-61.74,-740.91
-61.73,-740.79
-61.72,-740.67
-61.71,-740.55
-61.70,-740.43
-61.69,-740.31
-61.68,-740.19
-61.67,-740.07
-61.66,-739.95
-61.65,-739.83
-61.64,-739.71
-61.63,-739.59
-61.62,-739.47
-61.61,-739.35
-61.60,-739.23
-61.59,-739.11
-61.58,-738.99
-61.57,-738.87
-61.56,-738.75
-61.55,-738.63
-61.54,-738.51
-61.53,-738.39
-61.52,-738.27
-61.51,-738.15
-61.50,-738.03
-61.49,-737.91
-61.48,-737.79
-61.47,-737.67
-61.46,-737.55
-61.45,-737.43
-61.44,-737.31
-61.43,-737.19
-61.42,-737.07
-61.41,-736.95
-61.40,-736.83
-61.39,-736.71
-61.38,-736.59
-61.37,-736.47
-61.36,-736.35
-61.35,-736.23
-61.34,-736.11
-61.33,-735.99
-61.32,-735.87
-61.31,-735.75
-61.30,-735.63
-61.29,-735.51
-61.28,-735.39
-61.27,-735.27
-61.26,-735.15
-61.25,-735.03
-61.24,-734.91
-61.23,-734.79
-61.22,-734.67
-61.21,-734.55
-61.20,-734.43
-61.19,-734.31
-61.18,-734.19
-61.17,-734.07
-61.16,-733.95
-61.15,-733.83
-61.14,-733.71
-61.13,-733.59
-61.12,-733.47
-61.11,-733.35
-61.10,-733.23
-61.09,-733.11
-61.08,-732.99
-61.07,-732.87
-61.06,-732.75
-61.05,-732.63
-61.04,-732.51
-61.03,-732.39
-61.02,-732.27
-61.01,-732.15
-61.00,-732.03
-60.99,-731.91
-60.98,-731.79
-60.97,-731.67
-60.96,-731.55
-60.95,-731.43
-60.94,-731.31
-60.93,-731.19
-60.92,-731.07
-60.91,-730.95
-60.90,-730.83
-60.89,-730.71
-60.88,-730.59
-60.87,-730.47
-60.86,-730.35
-60.85,-730.23
-60.84,-730.11
-60.83,-729.99
-60.82,-729.87
-60.81,-729.75
-60.80,-729.63
-60.79,-729.51
-60.78,-729.39
-60.77,-729.27
-60.76,-729.15
-60.75,-729.03
-60.74,-728.91
-60.73,-728.79
-60.72,-728.67
-60.71,-728.55
-60.70,-728.43
-60.69,-728.31
-60.68,-728.19
-60.67,-728.07
-60.66,-727.95
-60.65,-727.83
-60.64,-727.71
-60.63,-727.59
-60.62,-727.47
-60.61,-727.35
-60.60,-727.23
-60.59,-727.11
-60.58,-726.99
-60.57,-726.87
-60.56,-726.75
-60.55,-726.63
-60.54,-726.51
-60.53,-726.39
-60.52,-726.27
-60.51,-726.15
-60.50,-726.03
-60.49,-725.91
-60.48,-725.79
-60.47,-725.67
-60.46,-725.55
-60.45,-725.43
-60.44,-725.31
-60.43,-725.19
-60.42,-725.07
-60.41,-724.95
-60.40,-724.83
-60.39,-724.72
-60.38,-724.60
-60.37,-724.48
-60.36,-724.36
-60.35,-724.24
-60.34,-724.12
-60.33,-724.00
-60.32,-723.88
-60.31,-723.76
-60.30,-723.64
-60.29,-723.52
-60.28,-723.40
-60.27,-723.28
-60.26,-723.16
-60.25,-723.04
-60.24,-722.92
-60.23,-722.80
-60.22,-722.68
-60.21,-722.56
-60.20,-722.44
-60.19,-722.32
-60.18,-722.20
-60.17,-722.08
-60.16,-721.96
-60.15,-721.84
-60.14,-721.72
-60.13,-721.60
-60.12,-721.48
-60.11,-721.36
-60.10,-721.24
-60.09,-721.12
-60.08,-721.00
-60.07,-720.88
-60.06,-720.76
-60.05,-720.64
-60.04,-720.52
-60.03,-720.40
-60.02,-720.28
-60.01,-720.16
-60.00,-720.04
-59.99,-719.92
-59.98,-719.80
-59.97,-719.68
-59.96,-719.56
-59.95,-719.44
-59.94,-719.32
-59.93,-719.20
-59.92,-719.08
-59.91,-718.96
-59.90,-718.84
-59.89,-718.72
-59.88,-718.60
-59.87,-718.48
-59.86,-718.36
-59.85,-718.24
-59.84,-718.12
-59.83,-718.00
-59.82,-717.88
-59.81,-717.76
-59.80,-717.64
-59.79,-717.52
-59.78,-717.40
-59.77,-717.28
-59.76,-717.16
-59.75,-717.04
-59.74,-716.92
-59.73,-716.80
-59.72,-716.68
-59.71,-716.56
-59.70,-716.44
-59.69,-716.32
-59.68,-716.20
-59.67,-716.08
-59.66,-715.96
-59.65,-715.84
-59.64,-715.72
-59.63,-715.60
-59.62,-715.48
-59.61,-715.36
-59.60,-715.24
-59.59,-715.12
-59.58,-715.00
-59.57,-714.88
-59.56,-714.76
-59.55,-714.64
-59.54,-714.52
-59.53,-714.40
-59.52,-714.28
-59.51,-714.16
-59.50,-714.04
-59.49,-713.92
-59.48,-713.80
-59.47,-713.68
-59.46,-713.56
-59.45,-713.44
-59.44,-713.32
-59.43,-713.20
-59.42,-713.08
-59.41,-712.96
-59.40,-712.84
-59.39,-712.72
-59.38,-712.60
-59.37,-712.48
-59.36,-712.36
-59.35,-712.24
-59.34,-712.12
-59.33,-712.00
-59.32,-711.88
-59.31,-711.76
-59.30,-711.64
-59.29,-711.52
-59.28,-711.40
-59.27,-711.28
-59.26,-711.16
-59.25,-711.04
-59.24,-710.92
-59.23,-710.80
-59.22,-710.68
-59.21,-710.56
-59.20,-710.44
-59.19,-710.32
-59.18,-710.20
-59.17,-710.08
-59.16,-709.96
-59.15,-709.84
-59.14,-709.72
-59.13,-709.60
-59.12,-709.48
-59.11,-709.36
-59.10,-709.24
-59.09,-709.12
-59.08,-709.00
-59.07,-708.88
-59.06,-708.76
-59.05,-708.64
-59.04,-708.52
-59.03,-708.40
-59.02,-708.28
-59.01,-708.16
-59.00,-708.04
-58.99,-707.92
-58.98,-707.80
-58.97,-707.68
-58.96,-707.56
-58.95,-707.44
-58.94,-707.32
-58.93,-707.20
-58.92,-707.08
-58.91,-706.96
-58.90,-706.84
-58.89,-706.72
-58.88,-706.60
-58.87,-706.48
-58.86,-706.36
-58.85,-706.24
-58.84,-706.12
-58.83,-706.00
-58.82,-705.88
-58.81,-705.76
-58.80,-705.64
-58.79,-705.52
-58.78,-705.40
-58.77,-705.28
-58.76,-705.16
-58.75,-705.04
-58.74,-704.92
-58.73,-704.80
-58.72,-704.68
-58.71,-704.56
-58.70,-704.44
-58.69,-704.32
-58.68,-704.20
-58.67,-704.08
-58.66,-703.96
-58.65,-703.84
-58.64,-703.72
-58.63,-703.60
-58.62,-703.48
-58.61,-703.36
-58.60,-703.24
-58.59,-703.12
-58.58,-703.00
-58.57,-702.88
-58.56,-702.76
-58.55,-702.64
-58.54,-702.52
-58.53,-702.40
-58.52,-702.28
-58.51,-702.16
-58.50,-702.04
-58.49,-701.92
-58.48,-701.80
-58.47,-701.68
-58.46,-701.56
-58.45,-701.44
-58.44,-701.32
-58.43,-701.20
-58.42,-701.08
-58.41,-700.96
-58.40,-700.84
-58.39,-700.72
-58.38,-700.60
-58.37,-700.48
-58.36,-700.36
-58.35,-700.24
-58.34,-700.12
-58.33,-700.00
-58.32,-699.88
-58.31,-699.76
-58.30,-699.64
-58.29,-699.52
-58.28,-699.40
-58.27,-699.28
-58.26,-699.16
-58.25,-699.04
-58.24,-698.92
-58.23,-698.80
-58.22,-698.68
-58.21,-698.56
-58.20,-698.44
-58.19,-698.32
-58.18,-698.20
-58.17,-698.08
-58.16,-697.96
-58.15,-697.84
-58.14,-697.72
-58.13,-697.60
-58.12,-697.48
-58.11,-697.36
-58.10,-697.24
-58.09,-697.12
-58.08,-697.00
-58.07,-696.88
-58.06,-696.76
-58.05,-696.64
-58.04,-696.52
-58.03,-696.40
-58.02,-696.28
-58.01,-696.16
-58.00,-696.04
-57.99,-695.92
-57.98,-695.80
-57.97,-695.68
-57.96,-695.56
-57.95,-695.44
-57.94,-695.32
-57.93,-695.20
-57.92,-695.08
-57.91,-694.96
-57.90,-694.84
-57.89,-694.72
-57.88,-694.60
-57.87,-694.48
-57.86,-694.36
-57.85,-694.24
-57.84,-694.12
-57.83,-694.00
-57.82,-693.88
-57.81,-693.76
-57.80,-693.64
-57.79,-693.52
-57.78,-693.40
-57.77,-693.28
-57.76,-693.16
-57.75,-693.04
-57.74,-692.92
-57.73,-692.80
-57.72,-692.68
-57.71,-692.56
-57.70,-692.44
-57.69,-692.32
-57.68,-692.20
-57.67,-692.08
-57.66,-691.96
-57.65,-691.84
-57.64,-691.72
-57.63,-691.60
-57.62,-691.48
-57.61,-691.36
-57.60,-691.24
-57.59,-691.12
-57.58,-691.00
-57.57,-690.88
-57.56,-690.76
-57.55,-690.64
-57.54,-690.52
-57.53,-690.40
-57.52,-690.28
-57.51,-690.16
-57.50,-690.04
-57.49,-689.92
-57.48,-689.80
-57.47,-689.68
-57.46,-689.56
-57.45,-689.44
-57.44,-689.32
-57.43,-689.20
-57.42,-689.08
-57.41,-688.96
-57.40,-688.84
-57.39,-688.72
-57.38,-688.60
-57.37,-688.48
-57.36,-688.36
-57.35,-688.24
-57.34,-688.12
-57.33,-688.00
-57.32,-687.88
-57.31,-687.76
-57.30,-687.64
-57.29,-687.52
-57.28,-687.40
-57.27,-687.28
-57.26,-687.16
-57.25,-687.04
-57.24,-686.92
-57.23,-686.80
-57.22,-686.68
-57.21,-686.56
-57.20,-686.44
-57.19,-686.32
-57.18,-686.20
-57.17,-686.08
-57.16,-685.96
-57.15,-685.84
-57.14,-685.72
-57.13,-685.60
-57.12,-685.48
-57.11,-685.36
-57.10,-685.24
-57.09,-685.12
-57.08,-685.00
-57.07,-684.88
-57.06,-684.76
-57.05,-684.64
-57.04,-684.52
-57.03,-684.40
-57.02,-684.28
-57.01,-684.16
-57.00,-684.04
-56.99,-683.92
-56.98,-683.80
-56.97,-683.68
-56.96,-683.56
-56.95,-683.44
-56.94,-683.32
-56.93,-683.20
-56.92,-683.08
-56.91,-682.96
-56.90,-682.84
-56.89,-682.72
-56.88,-682.60
-56.87,-682.48
-56.86,-682.36
-56.85,-682.24
-56.84,-682.12
-56.83,-682.00
-56.82,-681.88
-56.81,-681.76
-56.80,-681.64
-56.79,-681.52
-56.78,-681.40
-56.77,-681.28
-56.76,-681.16
-56.75,-681.04
-56.74,-680.92
-56.73,-680.80
-56.72,-680.68
-56.71,-680.56
-56.70,-680.44
-56.69,-680.32
-56.68,-680.20
-56.67,-680.08
-56.66,-679.96
-56.65,-679.84
-56.64,-679.72
-56.63,-679.60
-56.62,-679.48
-56.61,-679.36
-56.60,-679.24
-56.59,-679.12
-56.58,-679.00
-56.57,-678.88
-56.56,-678.76
-56.55,-678.64
-56.54,-678.52
-56.53,-678.40
-56.52,-678.28
-56.51,-678.16
-56.50,-678.04
-56.49,-677.92
-56.48,-677.80
-56.47,-677.68
-56.46,-677.56
-56.45,-677.44
-56.44,-677.32
-56.43,-677.20
-56.42,-677.08
-56.41,-676.96
-56.40,-676.84
-56.39,-676.72
-56.38,-676.60
-56.37,-676.48
-56.36,-676.36
-56.35,-676.24
-56.34,-676.12
-56.33,-676.00
-56.32,-675.88
-56.31,-675.76
-56.30,-675.64
-56.29,-675.52
-56.28,-675.40
-56.27,-675.28
-56.26,-675.16
-56.25,-675.04
-56.24,-674.92
-56.23,-674.80
-56.22,-674.68
-56.21,-674.56
-56.20,-674.44
-56.19,-674.32
-56.18,-674.20
-56.17,-674.08
-56.16,-673.96
-56.15,-673.84
-56.14,-673.72
-56.13,-673.60
-56.12,-673.48
-56.11,-673.36
-56.10,-673.24
-56.09,-673.12
-56.08,-673.00
-56.07,-672.88
-56.06,-672.76
-56.05,-672.64
-56.04,-672.52
-56.03,-672.40
-56.02,-672.28
-56.01,-672.16
-56.00,-672.04
-55.99,-671.92
-55.98,-671.80
-55.97,-671.68
-55.96,-671.56
-55.95,-671.44
-55.94,-671.32
-55.93,-671.20
-55.92,-671.08
-55.91,-670.96
-55.90,-670.84
-55.89,-670.72
-55.88,-670.60
-55.87,-670.48
-55.86,-670.36
-55.85,-670.24
-55.84,-670.12
-55.83,-670.00
-55.82,-669.88
-55.81,-669.76
-55.80,-669.64
-55.79,-669.52
-55.78,-669.40
-55.77,-669.28
-55.76,-669.16
-55.75,-669.04
-55.74,-668.92
-55.73,-668.80
-55.72,-668.68
-55.71,-668.56
-55.70,-668.44
-55.69,-668.32
-55.68,-668.20
-55.67,-668.08
-55.66,-667.96
-55.65,-667.84
-55.64,-667.72
-55.63,-667.60
-55.62,-667.48
-55.61,-667.36
-55.60,-667.24
-55.59,-667.12
-55.58,-667.00
-55.57,-666.88
-55.56,-666.76
-55.55,-666.64
-55.54,-666.52
-55.53,-666.40
-55.52,-666.28
-55.51,-666.16
-55.50,-666.04
-55.49,-665.92
-55.48,-665.80
-55.47,-665.68
-55.46,-665.56
-55.45,-665.44
-55.44,-665.32
-55.43,-665.21
-55.42,-665.09
-55.41,-664.97
-55.40,-664.85
-55.39,-664.73
-55.38,-664.61
-55.37,-664.49
-55.36,-664.37
-55.35,-664.25
-55.34,-664.13
-55.33,-664.01
-55.32,-663.89
-55.31,-663.77
-55.30,-663.65
-55.29,-663.53
-55.28,-663.41
-55.27,-663.29
-55.26,-663.17
-55.25,-663.05
-55.24,-662.93
-55.23,-662.81
-55.22,-662.69
-55.21,-662.57
-55.20,-662.45
-55.19,-662.33
-55.18,-662.21
-55.17,-662.09
-55.16,-661.97
-55.15,-661.85
-55.14,-661.73
-55.13,-661.61
-55.12,-661.49
-55.11,-661.37
-55.10,-661.25
-55.09,-661.13
-55.08,-661.01
-55.07,-660.89
-55.06,-660.77
-55.05,-660.65
-55.04,-660.53
-55.03,-660.41
-55.02,-660.29
-55.01,-660.17
-55.00,-660.05
-54.99,-659.93
-54.98,-659.81
-54.97,-659.69
-54.96,-659.57
-54.95,-659.45
-54.94,-659.33
-54.93,-659.21
-54.92,-659.09
-54.91,-658.97
-54.90,-658.85
-54.89,-658.73
-54.88,-658.61
-54.87,-658.49
-54.86,-658.37
-54.85,-658.25
-54.84,-658.13
-54.83,-658.01
-54.82,-657.89
-54.81,-657.77
-54.80,-657.65
-54.79,-657.53
-54.78,-657.41
-54.77,-657.29
-54.76,-657.17
-54.75,-657.05
-54.74,-656.93
-54.73,-656.81
-54.72,-656.69
-54.71,-656.57
-54.70,-656.45
-54.69,-656.33
-54.68,-656.21
-54.67,-656.09
-54.66,-655.97
-54.65,-655.85
-54.64,-655.73
-54.63,-655.61
-54.62,-655.49
-54.61,-655.37
-54.60,-655.25
-54.59,-655.13
-54.58,-655.01
-54.57,-654.89
-54.56,-654.77
-54.55,-654.65
-54.54,-654.53
-54.53,-654.41
-54.52,-654.29
-54.51,-654.17
-54.50,-654.05
-54.49,-653.93
-54.48,-653.81
-54.47,-653.69
-54.46,-653.57
-54.45,-653.45
-54.44,-653.33
-54.43,-653.21
-54.42,-653.09
-54.41,-652.97
-54.40,-652.85
-54.39,-652.73
-54.38,-652.61
-54.37,-652.49
-54.36,-652.37
-54.35,-652.25
-54.34,-652.13
-54.33,-652.01
-54.32,-651.89
-54.31,-651.77
-54.30,-651.65
-54.29,-651.53
-54.28,-651.41
-54.27,-651.29
-54.26,-651.17
-54.25,-651.05
-54.24,-650.93
-54.23,-650.81
-54.22,-650.69
-54.21,-650.57
-54.20,-650.45
-54.19,-650.33
-54.18,-650.21
-54.17,-650.09
-54.16,-649.97
-54.15,-649.85
-54.14,-649.73
-54.13,-649.61
-54.12,-649.49
-54.11,-649.37
-54.10,-649.25
-54.09,-649.13
-54.08,-649.01
-54.07,-648.89
-54.06,-648.77
-54.05,-648.65
-54.04,-648.53
-54.03,-648.41
-54.02,-648.29
-54.01,-648.17
-54.00,-648.05
-53.99,-647.93
-53.98,-647.81
-53.97,-647.69
-53.96,-647.57
-53.95,-647.45
-53.94,-647.33
-53.93,-647.21
-53.92,-647.09
-53.91,-646.97
-53.90,-646.85
-53.89,-646.73
-53.88,-646.61
-53.87,-646.49
-53.86,-646.37
-53.85,-646.25
-53.84,-646.13
-53.83,-646.01
-53.82,-645.89
-53.81,-645.77
-53.80,-645.65
-53.79,-645.53
-53.78,-645.41
-53.77,-645.29
-53.76,-645.17
-53.75,-645.05
-53.74,-644.93
-53.73,-644.81
-53.72,-644.69
-53.71,-644.57
-53.70,-644.45
-53.69,-644.33
-53.68,-644.21
-53.67,-644.09
-53.66,-643.97
-53.65,-643.85
-53.64,-643.73
-53.63,-643.61
-53.62,-643.49
-53.61,-643.37
-53.60,-643.25
-53.59,-643.13
-53.58,-643.01
-53.57,-642.89
-53.56,-642.77
-53.55,-642.65
-53.54,-642.53
-53.53,-642.41
-53.52,-642.29
-53.51,-642.17
-53.50,-642.05
-53.49,-641.93
-53.48,-641.81
-53.47,-641.69
-53.46,-641.57
-53.45,-641.45
-53.44,-641.33
-53.43,-641.21
-53.42,-641.09
-53.41,-640.97
-53.40,-640.85
-53.39,-640.73
-53.38,-640.61
-53.37,-640.49
-53.36,-640.37
-53.35,-640.25
-53.34,-640.13
-53.33,-640.01
-53.32,-639.89
-53.31,-639.77
-53.30,-639.65
-53.29,-639.53
-53.28,-639.41
-53.27,-639.29
-53.26,-639.17
-53.25,-639.05
-53.24,-638.93
-53.23,-638.81
-53.22,-638.69
-53.21,-638.57
-53.20,-638.45
-53.19,-638.33
-53.18,-638.21
-53.17,-638.09
-53.16,-637.97
-53.15,-637.85
-53.14,-637.73
-53.13,-637.61
-53.12,-637.49
-53.11,-637.37
-53.10,-637.25
-53.09,-637.13
-53.08,-637.01
-53.07,-636.89
-53.06,-636.77
-53.05,-636.65
-53.04,-636.53
-53.03,-636.41
-53.02,-636.29
-53.01,-636.17
-53.00,-636.05
-52.99,-635.93
-52.98,-635.81
-52.97,-635.69
-52.96,-635.57
-52.95,-635.45
-52.94,-635.33
-52.93,-635.21
-52.92,-635.09
-52.91,-634.97
-52.90,-634.85
-52.89,-634.73
-52.88,-634.61
-52.87,-634.49
-52.86,-634.37
-52.85,-634.25
-52.84,-634.13
-52.83,-634.01
-52.82,-633.89
-52.81,-633.77
-52.80,-633.65
-52.79,-633.53
-52.78,-633.41
-52.77,-633.29
-52.76,-633.17
-52.75,-633.05
-52.74,-632.93
-52.73,-632.81
-52.72,-632.69
-52.71,-632.57
-52.70,-632.45
-52.69,-632.33
-52.68,-632.21
-52.67,-632.09
-52.66,-631.97
-52.65,-631.85
-52.64,-631.73
-52.63,-631.61
-52.62,-631.49
-52.61,-631.37
-52.60,-631.25
-52.59,-631.13
-52.58,-631.01
-52.57,-630.89
-52.56,-630.77
-52.55,-630.65
-52.54,-630.53
-52.53,-630.41
-52.52,-630.29
-52.51,-630.17
-52.50,-630.05
-52.49,-629.93
-52.48,-629.81
-52.47,-629.69
-52.46,-629.57
-52.45,-629.45
-52.44,-629.33
-52.43,-629.21
-52.42,-629.09
-52.41,-628.97
-52.40,-628.85
-52.39,-628.73
-52.38,-628.61
-52.37,-628.49
-52.36,-628.37
-52.35,-628.25
-52.34,-628.13
-52.33,-628.01
-52.32,-627.89
-52.31,-627.77
-52.30,-627.65
-52.29,-627.53
-52.28,-627.41
-52.27,-627.29
-52.26,-627.17
-52.25,-627.05
-52.24,-626.93
-52.23,-626.81
-52.22,-626.69
-52.21,-626.57
-52.20,-626.45
-52.19,-626.33
-52.18,-626.21
-52.17,-626.09
-52.16,-625.97
-52.15,-625.85
-52.14,-625.73
-52.13,-625.61
-52.12,-625.49
-52.11,-625.37
-52.10,-625.25
-52.09,-625.13
-52.08,-625.01
-52.07,-624.89
-52.06,-624.77
-52.05,-624.65
-52.04,-624.53
-52.03,-624.41
-52.02,-624.29
-52.01,-624.17
-52.00,-624.05
-51.99,-623.93
-51.98,-623.81
-51.97,-623.69
-51.96,-623.57
-51.95,-623.45
-51.94,-623.33
-51.93,-623.21
-51.92,-623.09
-51.91,-622.97
-51.90,-622.85
-51.89,-622.73
-51.88,-622.61
-51.87,-622.49
-51.86,-622.37
-51.85,-622.25
-51.84,-622.13
-51.83,-622.01
-51.82,-621.89
-51.81,-621.77
-51.80,-621.65
-51.79,-621.53
-51.78,-621.41
-51.77,-621.29
-51.76,-621.17
-51.75,-621.05
-51.74,-620.93
-51.73,-620.81
-51.72,-620.69
-51.71,-620.57
-51.70,-620.45
-51.69,-620.33
-51.68,-620.21
-51.67,-620.09
-51.66,-619.97
-51.65,-619.85
-51.64,-619.73
-51.63,-619.61
-51.62,-619.49
-51.61,-619.37
-51.60,-619.25
-51.59,-619.13
-51.58,-619.01
-51.57,-618.89
-51.56,-618.77
-51.55,-618.65
-51.54,-618.53
-51.53,-618.41
-51.52,-618.29
-51.51,-618.17
-51.50,-618.05
-51.49,-617.93
-51.48,-617.81
-51.47,-617.69
-51.46,-617.57
-51.45,-617.45
-51.44,-617.33
-51.43,-617.21
